,age,job,marital,education,housing,loan,contact,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
245,45,blue-collar,divorced,basic.6y,yes,no,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
246,34,housemaid,single,university.degree,no,no,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
247,42,admin.,married,basic.9y,no,no,telephone,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
248,36,self-employed,married,basic.9y,yes,yes,cellular,3,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
249,44,admin.,married,high.school,no,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
250,50,admin.,divorced,university.degree,yes,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
251,36,admin.,married,university.degree,yes,no,cellular,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.773,5017.5,no
252,27,technician,married,professional.course,no,no,cellular,9,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
254,25,technician,single,university.degree,yes,yes,telephone,6,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
255,29,management,married,university.degree,yes,yes,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
256,44,admin.,married,high.school,no,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
258,30,admin.,single,high.school,yes,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
259,37,self-employed,married,university.degree,yes,yes,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
260,57,technician,married,basic.9y,no,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
261,32,technician,married,professional.course,yes,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,yes
262,54,admin.,married,professional.course,no,no,cellular,2,10,1,success,-1.1,94.76700000000001,-50.8,1.035,4963.6,yes
263,58,blue-collar,married,basic.9y,yes,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,yes
264,29,admin.,single,university.degree,yes,no,cellular,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
265,60,services,married,high.school,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
266,27,unemployed,single,university.degree,no,no,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
267,30,unemployed,married,high.school,yes,no,cellular,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
268,42,blue-collar,married,basic.4y,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
269,48,housemaid,married,high.school,no,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
270,35,admin.,single,university.degree,no,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
271,46,blue-collar,married,basic.6y,yes,yes,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
273,30,services,married,high.school,no,no,telephone,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
274,28,technician,single,high.school,yes,yes,cellular,4,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
275,34,services,married,high.school,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
276,42,blue-collar,married,basic.4y,no,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
277,30,admin.,single,university.degree,yes,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
278,27,student,single,basic.9y,yes,no,cellular,1,999,0,nonexistent,-1.7,94.027,-38.3,0.9,4991.6,no
279,23,entrepreneur,married,university.degree,yes,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
280,43,blue-collar,married,basic.4y,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
281,59,management,married,basic.4y,yes,yes,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
282,31,self-employed,single,university.degree,no,no,cellular,1,999,2,failure,-1.7,94.027,-38.3,0.898,4991.6,no
283,43,self-employed,married,basic.9y,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
284,52,technician,married,high.school,yes,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
285,26,housemaid,single,high.school,yes,yes,telephone,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
286,24,blue-collar,married,basic.9y,yes,yes,telephone,6,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
287,35,blue-collar,single,basic.6y,no,no,cellular,1,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
288,59,technician,married,professional.course,no,no,cellular,4,999,1,failure,-1.7,94.055,-39.8,0.742,4991.6,yes
289,28,blue-collar,married,basic.6y,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
290,37,blue-collar,single,basic.9y,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
291,46,admin.,married,professional.course,no,no,cellular,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
292,26,technician,single,university.degree,yes,no,cellular,3,6,2,success,-1.7,94.215,-40.3,0.861,4991.6,yes
293,40,management,married,university.degree,yes,no,cellular,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
294,56,blue-collar,married,basic.4y,yes,no,cellular,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
295,40,management,married,university.degree,yes,no,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no
296,29,admin.,single,university.degree,yes,yes,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
297,28,blue-collar,single,basic.9y,yes,no,cellular,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
299,28,unemployed,single,university.degree,yes,no,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no
300,33,technician,married,professional.course,no,no,telephone,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
301,56,entrepreneur,married,university.degree,yes,yes,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
302,57,retired,married,basic.9y,no,no,cellular,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
303,24,admin.,single,high.school,yes,no,telephone,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no
304,39,self-employed,married,university.degree,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
307,25,admin.,single,university.degree,no,no,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
308,36,blue-collar,married,basic.9y,no,no,cellular,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,yes
309,48,admin.,married,university.degree,yes,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
310,32,admin.,single,university.degree,yes,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
311,48,admin.,married,university.degree,yes,yes,cellular,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
312,30,technician,married,university.degree,yes,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
313,41,admin.,divorced,high.school,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
314,54,retired,divorced,basic.4y,yes,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
315,29,admin.,single,university.degree,yes,no,cellular,1,999,0,nonexistent,-1.8,93.369,-34.8,0.639,5008.7,yes
316,28,blue-collar,single,high.school,yes,no,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
317,30,admin.,married,university.degree,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
318,54,admin.,married,university.degree,yes,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
319,33,entrepreneur,married,basic.9y,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
320,38,blue-collar,married,basic.9y,no,no,cellular,1,11,1,success,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
321,46,housemaid,divorced,basic.6y,yes,no,telephone,8,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
322,38,admin.,divorced,university.degree,no,no,telephone,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
323,38,services,married,high.school,no,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
324,33,blue-collar,married,high.school,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
325,25,admin.,married,university.degree,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
326,29,admin.,single,university.degree,yes,no,cellular,10,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
327,60,technician,married,professional.course,no,no,telephone,15,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
328,57,services,married,high.school,yes,no,cellular,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no
329,36,admin.,single,university.degree,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
330,54,admin.,married,university.degree,no,no,cellular,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
331,25,self-employed,single,university.degree,no,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
332,41,entrepreneur,married,university.degree,no,no,telephone,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
333,54,management,married,university.degree,yes,no,cellular,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
334,39,blue-collar,divorced,basic.6y,no,no,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
335,55,entrepreneur,divorced,university.degree,no,no,cellular,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
336,40,admin.,married,high.school,no,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
337,43,unemployed,married,university.degree,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
338,81,retired,married,basic.4y,no,no,cellular,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1,yes
339,43,technician,divorced,professional.course,yes,no,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.264,5099.1,no
340,34,admin.,married,high.school,yes,no,cellular,1,6,2,success,-1.7,94.055,-39.8,0.7040000000000001,4991.6,yes
341,42,technician,married,high.school,yes,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
342,30,services,married,basic.6y,no,no,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
343,24,services,single,basic.9y,no,yes,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
345,42,blue-collar,married,basic.9y,no,no,cellular,5,10,1,success,-1.8,92.89299999999999,-46.2,1.344,5099.1,no
346,51,self-employed,married,basic.4y,no,yes,telephone,7,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
347,38,blue-collar,married,high.school,no,no,cellular,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
348,45,blue-collar,married,basic.4y,yes,yes,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
349,51,admin.,divorced,university.degree,no,no,telephone,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
350,44,admin.,married,university.degree,no,no,telephone,6,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
351,52,technician,married,basic.9y,yes,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
352,49,admin.,married,university.degree,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
353,49,technician,married,professional.course,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
355,32,entrepreneur,married,university.degree,no,no,cellular,4,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
356,27,services,married,high.school,no,no,cellular,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
357,44,admin.,divorced,high.school,yes,no,cellular,8,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
358,33,admin.,single,university.degree,no,no,cellular,7,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
359,30,services,married,basic.9y,no,no,cellular,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
360,32,admin.,single,university.degree,yes,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no
361,36,blue-collar,married,professional.course,yes,yes,telephone,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
362,49,unemployed,married,high.school,yes,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
363,48,services,single,basic.4y,yes,yes,cellular,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
364,48,technician,married,professional.course,yes,no,cellular,8,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,yes
365,42,blue-collar,married,basic.4y,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
366,28,admin.,married,high.school,yes,no,cellular,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
367,52,management,married,university.degree,yes,yes,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
368,23,management,single,university.degree,yes,no,cellular,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
369,36,blue-collar,married,basic.6y,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
370,43,admin.,divorced,university.degree,no,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
371,31,services,divorced,high.school,yes,no,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
372,49,unemployed,married,basic.4y,yes,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
373,36,blue-collar,married,basic.9y,yes,no,cellular,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
374,47,management,divorced,basic.4y,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
376,46,entrepreneur,married,professional.course,no,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
377,54,blue-collar,married,basic.9y,yes,no,cellular,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
378,35,admin.,married,university.degree,no,no,cellular,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.27,5099.1,no
379,37,admin.,divorced,high.school,no,no,telephone,10,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
380,44,blue-collar,married,basic.9y,yes,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
381,30,unemployed,married,high.school,no,no,cellular,1,3,1,success,-1.8,92.89299999999999,-46.2,1.354,5099.1,yes
382,33,admin.,single,high.school,yes,no,cellular,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
385,43,unemployed,married,basic.4y,no,no,cellular,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
387,29,technician,single,university.degree,no,no,cellular,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no
388,35,admin.,divorced,high.school,yes,yes,telephone,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
389,47,admin.,married,high.school,no,no,cellular,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.27,5099.1,no
390,37,management,married,university.degree,yes,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
391,35,technician,single,university.degree,no,no,cellular,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
392,37,self-employed,married,basic.9y,yes,yes,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
393,36,technician,married,high.school,yes,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
394,50,admin.,married,basic.9y,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
395,30,admin.,single,university.degree,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
396,33,blue-collar,married,basic.9y,yes,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
397,37,admin.,single,high.school,no,yes,cellular,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
398,45,self-employed,divorced,university.degree,no,yes,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
399,30,admin.,single,university.degree,no,no,cellular,2,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no
400,51,management,divorced,university.degree,no,no,cellular,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
401,49,self-employed,single,basic.9y,no,no,telephone,10,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
402,31,technician,single,university.degree,yes,no,cellular,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
403,40,admin.,single,university.degree,yes,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
404,41,technician,married,professional.course,no,yes,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
405,58,retired,married,basic.4y,yes,no,cellular,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,no
406,49,blue-collar,married,basic.4y,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
407,39,technician,divorced,professional.course,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
408,48,technician,married,basic.6y,no,yes,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
409,50,entrepreneur,married,basic.4y,no,no,cellular,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no
412,51,blue-collar,married,basic.4y,no,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
413,36,admin.,single,university.degree,no,no,telephone,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
414,35,blue-collar,married,basic.6y,yes,no,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
415,44,admin.,married,high.school,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
416,43,blue-collar,married,basic.4y,no,yes,cellular,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
417,30,technician,single,university.degree,no,no,cellular,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
418,41,technician,divorced,basic.4y,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
419,27,management,single,university.degree,yes,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
420,45,blue-collar,married,high.school,yes,yes,cellular,2,5,3,success,-1.1,94.76700000000001,-50.8,1.05,4963.6,yes
421,26,admin.,single,high.school,yes,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
423,24,student,single,high.school,no,no,cellular,1,999,1,failure,-2.9,92.469,-33.6,1.0290000000000001,5076.2,no
424,46,management,married,university.degree,yes,no,cellular,6,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
425,61,blue-collar,married,basic.6y,yes,yes,cellular,1,3,2,success,-1.8,93.876,-40.0,0.695,5008.7,yes
426,50,admin.,divorced,basic.9y,no,no,telephone,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
427,49,technician,married,professional.course,yes,no,telephone,9,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
428,55,admin.,married,basic.4y,yes,no,cellular,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
429,54,blue-collar,married,basic.4y,yes,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
430,40,blue-collar,divorced,basic.9y,yes,no,cellular,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
431,58,blue-collar,married,basic.4y,yes,yes,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
432,58,entrepreneur,married,university.degree,no,no,telephone,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
433,36,admin.,single,university.degree,yes,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
434,30,admin.,single,university.degree,yes,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
